1819	7.3	8.1	9.9	13.8	16.3	18.9	21.5	22	19.6	15.7	10.5	8.5
1820	6.6	8.1	7.9	12.8	16.1	17.5	21.8	22.7	17.7	13.7	9.3	7.7
1821	8.3	7.7	10.6	11.5	15.1	17.7	20.2	21.8	20.6	14.7	12.4	11.1
1822	6.2	8.7	12.3	12.7	17.4	22.8	22.4	21.9	19.4	15.5	12.5	7.1
1823	7.1	8.9	8.9	11.5	16.8	17.3	19.5	21.5	20.2	14.3	10.7	8.2
1824	5.8	8.7	9.4	11.5	15.3	17.2	22.2	21.6	18.4	15.3	12.5	9.8
1825	6.1	8	9.8	13.8	15.8	19.5	21.9	21	20.4	14.5	10	9.2
1826	5.4	9.1	9.8	12.2	13.5	18.5	21.8	23.6	19.8	16.1	8.5	8.2
1827	7	5.4	9.5	11.2	13.2	16.5	24.1	22.3	18.5	15.2	10.5	8.4
1828	8.9	8.2	10	12.1	16.1	20	23.1	22.7	20.4	15.4	12	8.4
1829	6.7	7.7	10.9	13.1	15.2	18.1	20.8	20.1	17.4	13.3	10	5.3
1830	4.1	6.5	10.4	14.7	16	18.4	22.7	21.6	17.8	15	12.4	7.6
1831	8.1	9.7	11.7	12.9	17	20.6	22.2	21.6	17.8	16.9	11.4	8.7
1832	7.7	8	9.2	11.2	15.7	18.9	22.7	22.7	19.3	15.8	11.5	7.6
1833	8.1	10.4	8.1	11.7	17.5	20.2	20.1	20.3	16	14.2	10.9	9.5
1834	10.1	8.6	10.4	11.5	16.8	18.6	21.7	21.2	20.8	15.6	11.4	7.2
1835	7.8	9	9.9	11.6	14.4	17.2	22	21.1	18.4	14.2	9.5	6.3
1836	6.7	7.1	10.6	10.2	11.8	18.6	22.6	21.6	17.6	15.6	10.4	7.3
1837	6.2	8.9	6.5	9.5	13.4	20	22.3	22.9	18.5	14.9	10.1	8.8
1838	7.2	8.4	10.3	10.7	15.2	19.4	22	21.7	18.3	14.9	12.9	7.6
1839	6.2	7.7	10	11.4	14.9	19.5	21.4	21.4	18.1	14.8	11.2	9.8
1840	9	7.7	6.5	11	15.7	19.2	20.1	22.1	18.8	15.2	11.8	7.5
1841	6.2	9	9.9	11.8	16.9	18.2	19.6	20.1	19.9	15.6	11.3	8.6
1842	5.2	8.4	10.6	10.7	15.8	21.5	22.7	21.8	18.3	13.8	10.8	9
1843	8.3	9.2	9.1	12.3	15.6	17.6	19.5	21.4	17.5	14.8	9	8
1844	8	7.6	9.6	12.7	14.2	19.8	21	20.9	19.5	16.5	11.9	7.1
1845	8.1	6.4	9.3	11.5	14.1	17.8	21.5	21.6	20.6	16.1	11.8	8.7
1846	9.3	8.3	12.2	13.8	15.9	21.6	25.3	24.2	21.6	16.5	12.7	6.4
1847	10	8.6	9.8	12.9	18.3	20.1	22.9	21.7	19.2	16.8	11.4	8.1
1848	3.4	10	9.9	13.3	16.7	18.7	22.4	22.2	19	15.9	8.7	9.6
1849	9.3	9.7	8.9	10	16	21.5	22.9	23.3	19.9	17.5	12	7.6
1850	7.2	10.8	8.6	12.7	13.9	19.8	21.7	21.5	18.1	14.3	11.4	8.5
1851	8.2	7.7	8.9	12.3	12.7	17.9	20.4	22.8	18	15.5	7.9	6.7
1852	8.6	6.9	9.4	12.2	14.8	18.4	22.1	21.4	19.4	16	13.7	10.2
1853	9	4.5	6.8	11.8	13.5	15.7	21.4	22.5	18.3	15.5	11	7.2
1854	7.8	6.7	9.5	11.7	14.6	16.9	20.6	21.2	20.1	16.3	9.4	7
1855	6	9.5	9.2	11.5	13.1	16.6	21.4	21.9	20.6	17	10.9	6.7
1856	10.6	8.3	10.7	12.5	14.8	18.2	21.5	23.2	18.8	14.8	9.4	8.2
1857	5.3	7.9	10.5	11.9	14.4	18.4	22	21.6	20.1	15.5	12.3	8.5
1858	5.2	9	10.1	14.4	15.2	21.4	20.6	21.7	20.9	16.3	11.6	8.2
1859	6.2	8.5	10.6	14	16	18.7	24.2	23.6	20.5	16.9	11.7	6.7
1860	9.3	5.4	9.5	10.8	15.6	18.3	20.3	21.1	18.7	15.8	11.5	8.5
1861	8	9.2	10.8	11.9	15.7	18.7	22	23.7	19.9	17.1	11.4	9.7
1862	7.7	8.4	11.6	13	16.8	19.1	22.6	22.4	18.5	16.7	10.3	8.4
1863	7.6	7.9	10.3	13.3	15.5	20	23.3	23.2	19.3	16	10.7	8.3
1864	7	6.7	10.9	13	18.1	19.9	22.8	23.2	20	15	10.7	7.2
1865	8.5	8	7.4	12.5	17.2	21.9	23	23.1	21.5	16.5	11.6	7.4
1866	8.5	11.1	9.9	13	16.2	19.9	22.9	21.9	19.1	15.1	11.8	10
1867	8.5	11.1	12.4	13.6	16.3	19.2	21.8	21.8	19.5	14.6	10.7	6.6
1868	6.9	8.9	10.4	12.7	17.4	21.8	22.8	22	19.4	14	9.6	11.5
1869	8.6	9.8	8	12	16.8	18.8	23.3	21.7	20.6	14.5	10.6	6.9
1870	6.9	9.2	9.7	12	17	21.2	23.2	22	20.1	15.8	10.2	5.3
1871	4.6	8.8	10.8	14.6	16	17	22.6	22.7	21.2	16.8	9.8	4.4
1872	8.2	10.1	11.1	13.4	15.2	19.5	22.8	21.5	19.6	13.8	10.7	9.2
1873	9.5	7.3	12.3	11.1	16	19	23.3	23.6	19.1	15	11.1	8
1874	8.9	8.3	9.7	13.3	14.5	19.7	23.1	22.3	20.4	16.3	11.7	6.9
1875	9.9	6.9	10.2	12.6	18.6	19.4	20.9	22.6	20.6	15.7	11.6	5.7
1876	6.9	9.9	11.2	11.6	14.6	17.9	22.3	22.6	19.1	17.6	12.2	9.8
1877	10.1	9.5	8.4	10.2	13.7	19.1	23.4	24.5	17.6	14.7	13	7.8
1878	5.5	6.1	9.2	12.5	17.2	19.7	22.4	24.9	21.6	17.4	7.3	6.5
1879	9.7	9	9.6	10.4	11.5	19.8	20.2	23	17.3	14.3	10.3	4.6
1880	5.1	8.6	10.2	11.6	12.6	18.3	24.2	23.5	21.1	17	9.3	8
1881	7	9.4	10.5	11.9	14	16.5	23.7	23.5	18.3	14.3	12.6	7.9
1882	9	10.1	13	14.8	18.3	19.4	21.4	22.6	16.9	16.4	11.2	8.6
1883	7.7	7.7	6.1	11.4	14.3	17.5	21.2	22.5	17.9	14.4	12	6.7
1884	9	10.9	10.4	11.1	15.6	17.2	24.6	26.4	22	16.3	11.6	6.1
1885	5.2	11.1	10	11.5	15.6	19	22.8	23.1	19	13.4	11.9	8.9
1886	6.9	8.7	9.8	11.9	15.2	17.8	20.8	20	18.9	14.4	8.9	6.6
1887	6.1	6.1	9.9	11.5	14	20.2	21.7	21.4	16.4	11	9.5	6.4
1888	7.6	5.4	8.7	10.4	15	17	20.5	21.2	19	14.9	12.5	10.4
1889	7.8	8.5	9.2	11.9	15.8	19.9	22.1	21.6	20.4	15.4	12.5	6.2
1890	9.4	8.4	9.2	12.3	15.3	20.1	20.4	21.8	18.8	14.6	9.9	6.3
1891	4.9	7	9.2	10.7	14.5	19.1	22.3	21.2	20	17.3	11.6	9.3
1892	7.7	8.7	8.6	12.6	15.9	20.4	22.4	22	19.8	14.2	11.8	6.3
1893	4.8	8.9	11.1	13.6	16.5	19.1	22.4	23.4	20	16.5	9	8
1894	6.2	8.6	9.4	12.8	15	20.2	23.1	22.2	19.3	16.1	12.3	8
1895	5.5	8.2	10.2	13.7	15.7	19.7	23.4	23.1	22	16.1	13.8	9.3
1896	7.5	8.8	11.8	13.1	15.8	19.9	23.1	20.2	20.2	14	8.9	8.2
1897	7.1	11	12.1	14.1	16.5	22	24.6	23	19.4	15.1	12.8	8.9
1898	9.1	9.5	9.2	12.6	15.4	18.9	21.6	21.6	21.2	16.4	11.9	8.7
1899	8.1	9.6	9.8	12.9	16	18.8	22.4	23.4	21.1	17.9	12.5	7.7
1900	8	10.5	8.8	13.1	16.3	20.8	23.9	22.1	21.3	16.6	10.9	9.7
1901	8.2	4.8	9.6	12.5	15.8	20.7	22.4	22.3	20.2	14	9.6	6.7
1902	7.6	8.7	11.1	12.8	13.2	17.3	22.3	21.3	18.7	14.5	10.9	7.6
1903	6.9	8.4	9.7	11.1	15.6	18.7	21.9	22.4	19.1	16.6	10.9	7.1
1904	6.6	9	9.1	13.4	17.2	20	24.6	23.7	19.2	15.7	10.5	8.8
1905	7	7.6	11.1	13.8	14.7	19.9	23.9	22.7	18.8	13	9.3	7.5
1906	8.2	7.2	8.8	10.7	15.3	20.3	22	23.7	19.8	16.3	11.6	7.4
1907	7.1	7.2	9.8	11.7	14.7	18.5	20.4	22.4	18.9	14.2	11	9.3
1908	7.4	7.9	8.2	10.3	17	19.2	22.1	22	19.2	15.8	11.7	8.6
1909	6.3	5.7	9	12.3	14.8	17.4	20.4	22	18	16.4	9.9	9.5
1910	7.8	8.9	9.5	11.2	13.4	19.7	20.8	21.8	18.4	15.8	12.1	9.7
1911	6.7	9.1	10.2	12	15.6	19.1	24.3	25.3	22.4	16.3	12.4	10.8
1912	9.4	10.7	12.7	12.2	16.8	18.7	21.1	20.6	17	14	10	8.7
1913	9.3	8.6	10	10.1	13.5	16.2	21.1	22.1	19.5	16.7	13.6	9
1914	4.9	10.2	11.3	13.5	14.5	17.9	20.5	21.2	20.7	14.9	10.4	9
1915	6.7	7.6	9.7	10.8	15.7	19.7	21.8	21.7	18.7	13.8	10.2	10
1916	9.1	7.9	9.4	12.1	16.6	18.1	21.9	23.6	18.1	15.8	11.5	9.1
1917	6.1	7	8.9	10.5	15.7	20.2	22.4	21.1	21.4	14.7	10.7	5
1918	7.7	9	9.2	10.6	16	18.6	22	22.4	20.9	13	11.1	10.3
1919	6.2	8.9	10.1	11.4	16.2	20.4	20.1	24.3	19.8	12.5	9	8.5
1920	9	9.9	11	13.3	18.9	20.6	21	21.3	19.4	15.6	11	7.6
1921	9.1	8.1	10.3	11.5	15.1	20.4	24.4	22.2	21	18.5	11	8.9
1922	7.7	9.8	10.4	12.4	19.1	19.4	20.7	22.8	17.7	15	9.8	7.5
1923	5.9	10.1	10	11.3	15.3	17.6	23.6	25.1	19.1	17.8	10.1	7.3
1924	8.1	5.6	10.9	13.5	18	20.5	23.1	20.5	19.8	15.7	12.2	8.9
1925	9	8.2	7.5	12	15.5	21.1	21.3	22.6	18.4	16.2	9.9	8
1926	8.5	11.6	12	13.4	14.2	18.7	21.6	22.8	22.1	17.1	11.5	7
1927	8.3	8.9	10.7	14.4	16.8	19.9	22.6	23.2	20.1	16.3	11.4	8.6
1928	7.8	10.2	10.3	12	14.7	20.4	25.7	25.4	21.7	16.5	11.5	7.7
1929	5.3	7.3	10.4	11.9	15.9	21.4	24.3	21.9	21.2	16	11.4	10.3
1930	9	6.3	11	12.3	15.7	20.7	22	22.5	21.1	17.1	13.9	9.1
1931	8	7.3	11.8	12.7	16.1	22.7	22.7	22.2	17.6	15.6	11.9	7
1932	8.8	5	10.1	11	15.2	18	19.7	23.6	20.8	15.5	12.2	10
1933	6.5	8.8	11	14.3	16.7	16.7	23.6	25.3	20.7	16.6	9	5.6
1934	6.9	8.2	9.9	12.1	18.7	21.5	24.4	21.4	21.1	16.9	8.9	10.9
1935	5.9	8.5	10.2	13	13.8	21.1	24.2	22.4	21.2	14.6	11.2	8.8
1936	10.5	9.6	10.7	12.4	14.9	18.4	21.3	22.7	20.8	13.7	11.1	7.5
1937	9.3	11.4	10	13.2	17.4	20.9	23.4	24.4	20.6	15.3	12.4	7.1
1938	8.1	7.8	12.4	12.4	14.3	21.1	22.8	22.3	19.3	16.5	13.5	8.1
1939	9.4	9.5	9	12.7	14.2	18.4	21.6	22	19.4	15.4	12.1	8
1940	6.8	10.2	12.1	13.1	16.3	19.1	21.2	22.1	20.1	14.5	11.4	5.9
1941	6.2	8.6	11.3	11.9	13.8	19.8	23.1	21.1	19.1	15	10.3	7.1
1942	6.1	5.7	11.7	12.8	16.5	21.1	22.4	21.9	20.4	18.2	10.8	8.7
1943	9.5	9.2	11.3	14.3	18.1	21.7	23.2	23.6	20.8	16.5	9.4	7.9
1944	9.5	5.8	9.4	14.3	17	20	22.5	24.3	20	13.6	11.5	7.3
1945	4.3	10.6	10.9	15.3	17.5	22.3	24.1	21.9	21	17.2	11.4	8.9
1946	6.6	9.6	9.4	12.8	15	18.8	23.5	22.4	21.4	16.7	10.9	6.5
1947	6.5	8.1	12.2	14.5	16.9	22.3	25.1	24.9	20.8	16.8	14.4	7.5
1948	9.4	9.1	13.1	13.4	16.3	20.3	21	23.4	20.3	16.6	14	10.3
1949	8.6	10.4	9.7	15.1	14.8	20.9	25.6	24	22.6	17.7	11.7	9.1
1950	8.4	10.1	11.4	11.5	16.6	22.2	25.6	22.9	20.6	17.1	13.1	5.9
1951	8.1	8.2	9.9	11.5	14.2	20.1	22.6	21.6	20.1	14.4	11.6	9.5
1952	5.7	7.6	12.3	13.5	17.8	22.5	24.3	23.6	18.7	16.6	10.9	8.3
1953	6.7	7.1	10	13.3	18.7	18.5	21.9	23	20.7	16.1	12.8	11.2
1954	6.1	6.8	10.7	11.4	15	19.6	20.6	21.5	20.2	17.4	13.3	10
1955	10.6	8.6	9.7	13.8	16.8	19.6	23.4	22.8	19.8	15.3	11.3	10.6
1956	8.9	2.5	10.4	11.2	17	17.7	22.4	22	21	15	9.1	8.1
1957	7.3	11	12.2	12.4	14.1	18.5	22	21.9	20.2	15.1	10.8	7.8
1958	7.3	10.5	10.3	11.1	17.3	19.4	22	22.8	21.7	15.9	11.6	9.6
1959	8.2	9.5	11.4	13.4	15.9	19.8	24	22.5	19.3	14.9	10.5	8.9
1960	8.1	9.6	11.2	12.9	18.1	20.8	21.2	22	18.4	14.1	11.6	6.6
1961	7.2	11	12.1	14.8	16.8	20.8	22.8	22.3	21.3	15.9	11.3	10.4
1962	9.5	8	9.2	12.2	15	19.6	22.4	23.8	21	16.7	9.1	6.8
1963	6.1	5.4	10.8	12.7	16.1	19.5	23.7	21.1	18.5	16.3	13	7.2
1964	7.4	9.2	10.4	12.6	18.4	21.1	24.5	22.7	21.2	14.5	12.3	8
1965	7.6	5.8	10.7	12.4	17.2	21.2	22.5	22.2	17.9	16.4	11.1	9.3
1966	8.8	11.3	10.7	13.9	16.2	20.5	20.9	21.7	21.3	15.9	9.1	8.9
1967	8	9.3	11.9	12.5	15.8	18.8	24.7	23.1	20	17.7	12.5	7.4
1968	8.7	9	9.9	12.9	15.8	19.1	22.1	21.2	19.9	18.7	12.1	9
1969	8.5	6.9	10.2	12	16.4	17.7	23.2	22.4	18.6	16.3	10.8	6.9
1970	9.5	8.5	8.5	12	15.8	21.1	22.7	22.5	22	15.9	13.4	6.5
1971	7.8	9.2	7.5	13.2	15	18.5	23.4	23.9	20	16.8	8.7	9.1
1972	7.2	9	10.9	11.7	14.4	17.6	21.9	20.2	16.5	14.7	12.3	8.9
1973	8.2	7.9	9.3	11.3	16.9	20.3	23.4	23.9	20.3	15.3	11.6	7.7
1974	9.9	8.5	10.1	11.1	15.9	19.4	22.9	22.8	18.8	11.7	11.2	9.6
1975	9.9	9.4	8.6	12.3	14.8	18.8	23.3	23.7	19.3	15.4	11	7.8
1976	8.2	8.8	10.9	11.7	16.5	22.9	22.9	21.5	18.4	14.4	9.6	9.3
1977	8.1	11.1	11.8	12.5	13.9	18	20.4	20.7	19.8	17.1	11.7	9.6
1978	6.6	9.7	11.3	10.8	15.2	18.5	21.5	22.7	21.4	15.3	11.4	10.1
1979	8	9.5	10.8	11.7	16	20.8	24	22.4	19.7	16	10.8	9.1
1980	7.3	10.1	10.7	11.3	14.5	17.7	20.5	23.2	21.1	15.9	10.4	6.9
1981	7.2	7.2	13	12.7	15.2	20.9	21.2	23.1	20.6	16.8	12.8	9.8
1982	10.4	9.2	9.7	12.8	15.6	20.6	24.5	20.9	20.3	16	12	9.1
1983	9.1	6.4	10.8	13.4	16.1	20.8	25.8	22.2	21.5	17.4	12.8	9.8
1984	8.3	7.6	9	12.7	13.5	19.4	23.9	22.3	19.2	15.8	13	8.7
1985	4.3	10.7	9.5	14	14.7	19.3	24.8	22.6	22.8	17.6	9.7	9.6
1986	7.4	7.3	10.8	10.8	18.4	20.4	23.7	23.7	21.4	17.4	12.8	9
1987	6.9	8	9.8	13.8	15.1	19.6	23.7	24.3	23.9	16.9	11.2	10.8
1988	9.5	8.6	11.2	13.1	16.3	19.8	23.7	24.3	21.2	17.8	11.8	8.8
1989	8.8	10.5	12.4	11.9	17.8	21.2	25	24.4	20	17.7	12.7	11.2
1990	9	12.5	12.6	12.3	18.1	20.1	24.2	24.6	21.5	17.1	10.9	6.7
1991	8.1	8	11.8	11.5	14	19.7	24.3	24.6	22	15.1	10.9	8.5
1992	7.1	8.9	11	13.7	17.7	17.6	22.5	24.3	20.5	14.4	13.4	9.2
1993	9	8.2	10.2	12.8	17	21.5	22.6	24.3	19.6	14.5	10.5	9.3
1994	8.4	9.5	13.1	12.3	17.2	20.9	25.9	25.7	19.7	16.1	14	9.7
1995	8.6	11.5	10.9	14	17.2	19.6	25	23.3	18.7	18.3	12.9	10.1
1996	10.2	7.7	9.9	13.2	16.2	21.2	23.4	22.7	18.3	15.8	11.4	9.7
1997	8.7	11.4	13.9	14.1	17.6	20.2	22.5	24.6	21.7	18.9	12.6	9.3
1998	8.8	11	12.2	12.7	17.7	20.9	23.7	24.3	20.7	15.9	10.8	8.7
1999	8.8	8.6	11.6	13.7	18.6	20.5	23.4	24.6	21.7	17	9.6	9
2000	7.7	11.4	12.6	13.3	18.3	21	22.8	24.5	21	16	11.3	11
2001	9.9	10.1	14.8	13.8	18.2	21.9	23.7	25	19.6	19.4	10.7	6.8
2002	9.2	11.1	12.3	13.7	15.5	22.3	22.9	21.6	19.9	17.4	13	10.4
2003	7.9	7.1	12.1	14	18	25.6	26.1	28.5	20.8	15.2	12.7	8.8
2004	9.4	8.6	10	12.8	16.2	22.4	23.5	25.1	21.4	18.9	11.4	9.3
2005	7.2	6.5	10.2	14	18.8	23.4	24.4	23	20.7	17.9	11.1	6.6
2006	7.4	8.5	12	15.1	18.7	22.1	27.1	22.8	21.6	18.8	14.6	10
2007	9.9	11.4	12.1	15	17.9	22	23.6	22.5	20.6	16.4	11.2	8.8
2008	10.1	10.2	10.8	13.7	16.6	20.7	23.8	24.3	20.7	16.5	10.3	7.5
2009	7.2	8.7	11.2	13.1	18.8	23	24.4	26.3	21.5	17.9	13.5	9
2010	6.6	8	9.6	14.1	15.4	20.3	25.7	24.3	20.9	16.2	11	8.5
2011	8.4	10	10.9	15.9	18.3	19.5	21.2	24.1	22.9	19.1	14.1	10.2
2012	9.4	6.8	13.4	12.6	17.9	22.3	23.2	26	21.4	17.3	12.7	9.9
2013	9.1	7.7	11.2	13.5	14.6	19.5	25.6	24.9	22.0	19.5	12.2	10.1
2014	9.8	10.1	12.3	15.3	16.2	21.7	22.6	23	22	19.6	13.6	9.1
2015	9.1	8.2	12	14.8	19.1	23.2	26.0	23.50	19.7	16.7	14.3	12.6
2016	10.7	11.3	11.1	13.6	16.4	21.6	24.9	24.5	22.3	17.1	12.7	11.5
2017	7.9	11.4	13.3	14.2	18.3	23.6	24.2	24.5
